deposit-v1,2018-01-23,2018-01-22 17:08:04.036+0000,{},,,True
identity-v1,2018-01-23,2018-01-22 17:07:01.378+0000,"{\"instance\":{\"identifier\":\"catalog__v1__catalog\",\"permittables\":[{\"path\":\"customer-v1/catalogs/*\",\"method\":\"DELETE\",\"groupId\":\"catalog__v1__catalog\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/catalogs\",\"method\":\"POST\",\"groupId\":\"catalog__v1__catalog\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/catalogs/*/fields/*\",\"method\":\"DELETE\",\"groupId\":\"catalog__v1__catalog\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/catalogs/*\",\"method\":\"GET\",\"groupId\":\"catalog__v1__catalog\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/catalogs\",\"method\":\"GET\",\"groupId\":\"catalog__v1__catalog\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/catalogs/*/fields/*\",\"method\":\"PUT\",\"groupId\":\"catalog__v1__catalog\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:07:01.442+0000,"{\"instance\":{\"identifier\":\"customer__v1__customer\",\"permittables\":[{\"path\":\"customer-v1/customers/*/address\",\"method\":\"PUT\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*\",\"method\":\"PUT\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*\",\"method\":\"GET\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers\",\"method\":\"POST\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers\",\"method\":\"GET\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/commands\",\"method\":\"POST\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/tasks/*\",\"method\":\"POST\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/tasks/*\",\"method\":\"PUT\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/commands\",\"method\":\"GET\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/tasks\",\"method\":\"GET\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/contact\",\"method\":\"PUT\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/customers/*/actions\",\"method\":\"GET\",\"groupId\":\"customer__v1__customer\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:07:01.475+0000,"{\"instance\":{\"identifier\":\"customer__v1__task\",\"permittables\":[{\"path\":\"customer-v1/tasks\",\"method\":\"POST\",\"groupId\":\"customer__v1__task\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/tasks\",\"method\":\"GET\",\"groupId\":\"customer__v1__task\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/tasks/*\",\"method\":\"GET\",\"groupId\":\"customer__v1__task\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"customer-v1/tasks/*\",\"method\":\"PUT\",\"groupId\":\"customer__v1__task\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:07:38.552+0000,"{\"applicationIdentifier\":\"customer-v1\",\"keyTimestamp\":\"2018-01-22T17_04_36\",\"signature\":{\"publicKeyMod\":27942620333759271183104374247711317755138593064825567447879521829402338901285025363340788412713901340914199806242446347478433322297952335847270211455565953645347071946557555876046079055067897267407184727521991338655421919642975878030307838078021184225699465130970443640822165774031852825756495331711756958344254481466023419348904832436660701243015027752098728348349416361334585781315415350975973930915224546956319715727664114667397985020033120675109211762299511067488991504694914634521884033773251801025801707541101120686781897028770763419683236503819450373506375603450540452228292099922698404614277196401871665785373,\"publicKeyExp\":65537}}",,,True
identity-v1,2018-01-23,2018-01-22 17:07:43.348+0000,"{\"instance\":{\"identifier\":\"deposit__v1__instance\",\"permittables\":[{\"path\":\"deposit-v1/definitions/*/instances\",\"method\":\"GET\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/instances/*\",\"method\":\"GET\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/instances\",\"method\":\"POST\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/instances/transactiontypes\",\"method\":\"GET\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/instances\",\"method\":\"GET\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/instances/*\",\"method\":\"POST\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/instances/*\",\"method\":\"PUT\",\"groupId\":\"deposit__v1__instance\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:07:43.367+0000,"{\"instance\":{\"identifier\":\"deposit__v1__khepri\",\"permittables\":[{\"path\":\"deposit-v1/beatlistener/v1/publishedbeats\",\"method\":\"POST\",\"groupId\":\"deposit__v1__khepri\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:07:43.430+0000,"{\"instance\":{\"identifier\":\"deposit__v1__definition\",\"permittables\":[{\"path\":\"deposit-v1/actions\",\"method\":\"POST\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/actions\",\"method\":\"GET\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions\",\"method\":\"POST\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*/commands\",\"method\":\"POST\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*/dividends\",\"method\":\"GET\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*/commands\",\"method\":\"GET\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions\",\"method\":\"GET\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*\",\"method\":\"PUT\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*/dividends\",\"method\":\"POST\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*\",\"method\":\"GET\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"deposit-v1/definitions/*\",\"method\":\"DELETE\",\"groupId\":\"deposit__v1__definition\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:03.951+0000,"{\"applicationIdentifier\":\"deposit-v1\",\"keyTimestamp\":\"2018-01-22T17_04_36\",\"signature\":{\"publicKeyMod\":20098543211518326747914615920340965088156854184296937043081757160271553820561781723523027080038252795429886380455478853616528399268358716984021441187098443255475447184635792048905335685792287149777739734963553936710886889359492120572009183669144622749312962900290568841126469384250507287075044946860464549961414654630768824344284287654527924483204221900034975715490906656440021637312434834187234169719689649214056862181001829968068128074907956900183341145730306458429511025429957068362812084753323954881755120329237318878905488896379588070085673844524065283457831051576022254306193452600037461111554514085530062587723,\"publicKeyExp\":65537}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:06.432+0000,"{\"instance\":{\"identifier\":\"teller__v1__operation\",\"permittables\":[{\"path\":\"teller-v1/teller/*/transactions\",\"method\":\"GET\",\"groupId\":\"teller__v1__operation\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/teller/*/transactions/*\",\"method\":\"POST\",\"groupId\":\"teller__v1__operation\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/teller/*/transactions\",\"method\":\"POST\",\"groupId\":\"teller__v1__operation\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/teller/*\",\"method\":\"POST\",\"groupId\":\"teller__v1__operation\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/teller/*/drawer\",\"method\":\"POST\",\"groupId\":\"teller__v1__operation\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:06.464+0000,"{\"instance\":{\"identifier\":\"teller__v1__management\",\"permittables\":[{\"path\":\"teller-v1/offices/*/teller/*\",\"method\":\"GET\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller\",\"method\":\"POST\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller/*\",\"method\":\"PUT\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller/*/denominations\",\"method\":\"GET\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller/*/denominations\",\"method\":\"POST\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller\",\"method\":\"GET\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller/*\",\"method\":\"DELETE\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller/*/balance\",\"method\":\"GET\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"teller-v1/offices/*/teller/*/commands\",\"method\":\"POST\",\"groupId\":\"teller__v1__management\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:07.320+0000,{\"refreshToken\":\"Bearer eyJhbGciOiJSUzUxMiJ9.eyJpc3MiOiJyaHl0aG0tdjEiLCJzdWIiOiJpbWhvdGVwIiwiL21pZm9zLmlvL3NpZ25hdHVyZVRpbWVzdGFtcCI6IjIwMTgtMDEtMjJUMTdfMDRfMzYiLCJpYXQiOjE1MTY2NDA4ODcsImV4cCI6MTUxNjY0MDk0NywiL21pZm9zLmlvL2VuZHBvaW50U2V0Ijoicmh5dGhtX192MV9faWRlbnRpdHlfX3YxIn0.pzEVlkEfSIaxb3UtYzBEoGcwa7pcWs1luxY93RrZ3O5VgZZ-spuvopbY7N0KY4h4VCPkDTLzhjSH9ucX1-Pj9VomjdR7rVINFn339jLPpz7eSUHhG2rJtW6Y-xYE1B-ZzWWHvIhSDEffPC5enz7mft4a7n6ldBoY48Q9-Ln6uxboj9CY2giWHEcGZzFb4PL2llMDe2j90hNKmP0WLowsDwZZRd4iT7sBNzna-MUns_Jgj7XUC8jARfIokKp49wrNPWqtYejsuH8p4VZCaloVdhGJTl6AyTrlyfb4Vub7p5A6tP4_5EjkWE94dkpvtlD8PaBBWraCHF7m80PH4vmx9A\"},,,True
identity-v1,2018-01-23,2018-01-22 17:08:07.455+0000,"{\"applicationIdentifer\":\"rhythm-v1\",\"permission\":{\"permittableEndpointGroupIdentifier\":\"deposit__v1__khepri\",\"allowedOperations\":[\"CHANGE\"]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:21.520+0000,"{\"applicationIdentifier\":\"teller-v1\",\"keyTimestamp\":\"2018-01-22T17_04_36\",\"signature\":{\"publicKeyMod\":24015249878728199186881912558784473502264887236419989173416249746687362714027768237092539640708667133644074192238496280124250617531515068809330898508449688177398529358727235442312653945435493033548222402530503354073824951961765789653826652050056566835512338082741352221915087614645221722253383265949571280610519267987993735655464271154210127025529882629295112511113035699478515982503373456045592906926669875536405948375737474884608521220307069464694914011786691964238375856729492458874597819082700600009079681523451345392354684099754417974342736164131409962753210251303282476707985066259433833620201155347472919964813,\"publicKeyExp\":65537}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:23.943+0000,"{\"instance\":{\"identifier\":\"reporting__v1__general\",\"permittables\":[{\"path\":\"reporting-v1/categories/*/reports/*\",\"method\":\"POST\",\"groupId\":\"reporting__v1__general\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"reporting-v1/categories\",\"method\":\"GET\",\"groupId\":\"reporting__v1__general\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"reporting-v1/categories/*/definitions/*\",\"method\":\"GET\",\"groupId\":\"reporting__v1__general\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"reporting-v1/categories/*\",\"method\":\"GET\",\"groupId\":\"reporting__v1__general\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:34.958+0000,"{\"applicationIdentifier\":\"reporting-v1\",\"keyTimestamp\":\"2018-01-22T17_04_36\",\"signature\":{\"publicKeyMod\":18014734761998502062504524919144052020389410947599268140301271016029633828072188722160334233270938059577537999702731762695842625099361258803984157027617184208350077963215433939000199827625722785739328994402485681767051397540148660621276133276987062007952101899644443088934490060402256935033706322904014191861212412958944279249137479950041216542937531091960970272729693726407243965851250865729309970114709910680680055518922177021877934380398555194876813313713699742141790770846653571554610187400801670373269874917456860068157147655413212786475535584473645594178342480863054782539459153476127254028157515863909940025061,\"publicKeyExp\":65537}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:36.466+0000,"{\"instance\":{\"identifier\":\"cheques__v1__management\",\"permittables\":[{\"path\":\"cheques-v1/cheques/*\",\"method\":\"GET\",\"groupId\":\"cheques__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"cheques-v1/cheques/*/commands\",\"method\":\"POST\",\"groupId\":\"cheques__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"cheques-v1/cheques\",\"method\":\"GET\",\"groupId\":\"cheques__v1__management\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"cheques-v1/cheques\",\"method\":\"POST\",\"groupId\":\"cheques__v1__management\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:36.490+0000,"{\"instance\":{\"identifier\":\"cheques__v1__transaction\",\"permittables\":[{\"path\":\"cheques-v1/transactions\",\"method\":\"POST\",\"groupId\":\"cheques__v1__transaction\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"cheques-v1/micr/*\",\"method\":\"GET\",\"groupId\":\"cheques__v1__transaction\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:52.321+0000,"{\"applicationIdentifier\":\"cheques-v1\",\"keyTimestamp\":\"2018-01-22T17_04_36\",\"signature\":{\"publicKeyMod\":19413610335177679255646425361080057610485059122527294024806817534442267611655346155488675308054204074719839843101968364360455719403172141823392089667208938516475473887512751795731710934064855161074079884122264898125012214740402920536416597247168946395125129853414206639044066742075586841324339167459304977643653236272058319928645710953067271692719863055077229723725988857464297040381403224391910341354833965958860391648749425231778041176813487152725622125584223643621384491076214769137488462371853617302823544784945223841757234948573523834654891282612416086616471108232177749457999191779986977300753210149719407279171,\"publicKeyExp\":65537}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:55.419+0000,"{\"instance\":{\"identifier\":\"payroll__v1__configuration\",\"permittables\":[{\"path\":\"payroll-v1/customers/*/payroll\",\"method\":\"PUT\",\"groupId\":\"payroll__v1__configuration\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"payroll-v1/customers/*/payroll\",\"method\":\"GET\",\"groupId\":\"payroll__v1__configuration\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:08:55.456+0000,"{\"instance\":{\"identifier\":\"payroll__v1__distribution\",\"permittables\":[{\"path\":\"payroll-v1/distribution/*/payments\",\"method\":\"GET\",\"groupId\":\"payroll__v1__distribution\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"payroll-v1/distribution\",\"method\":\"POST\",\"groupId\":\"payroll__v1__distribution\",\"acceptTokenIntendedForForeignApplication\":false},{\"path\":\"payroll-v1/distribution\",\"method\":\"GET\",\"groupId\":\"payroll__v1__distribution\",\"acceptTokenIntendedForForeignApplication\":false}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:09:10.345+0000,"{\"applicationIdentifier\":\"payroll-v1\",\"keyTimestamp\":\"2018-01-22T17_04_36\",\"signature\":{\"publicKeyMod\":22994266849948460056455631693960206240648827612359656258582419688534478307921189306260470069952958405128862456520143260024896390895687038423751682053692832046227317955892957892991106642949890779452502395940637512637396240300931819852056603579951957380781546303847292413812331177869796713199915166531217833338321179224715606923880091811670289762524178912151246620859400968851423217283275680318469519704680003278358815307668819041333976715479223110112652026405413776094520856793074291886220428903088148357802204589810120132104577566387122840479793513096446074345522370325066037901591557502661351257515533204919106599973,\"publicKeyExp\":65537}}",,,True
identity-v1,2018-01-23,2018-01-22 17:09:10.378+0000,{\"useridentifier\":\"antony\"},,,True
identity-v1,2018-01-23,2018-01-22 17:09:10.680+0000,"{\"instance\":{\"identifier\":\"orgadmin\",\"permissions\":[{\"permittableEndpointGroupIdentifier\":\"office__v1__employees\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]},{\"permittableEndpointGroupIdentifier\":\"office__v1__offices\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]},{\"permittableEndpointGroupIdentifier\":\"identity__v1__users\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]},{\"permittableEndpointGroupIdentifier\":\"identity__v1__roles\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]},{\"permittableEndpointGroupIdentifier\":\"identity__v1__self\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]},{\"permittableEndpointGroupIdentifier\":\"accounting__v1__ledger\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]},{\"permittableEndpointGroupIdentifier\":\"accounting__v1__account\",\"allowedOperations\":[\"DELETE\",\"CHANGE\",\"READ\"]}]}}",,,True
identity-v1,2018-01-23,2018-01-22 17:09:10.843+0000,"{\"identifier\":\"operator\",\"role\":\"orgadmin\"}",,,True
identity-v1,2018-01-23,2018-01-22 17:09:10.995+0000,{\"useridentifier\":\"operator\"},,,True
identity-v1,2018-01-23,2018-01-22 17:09:11.101+0000,{\"identifier\":\"operator\"},,,True
identity-v1,2018-01-23,2018-01-22 17:09:11.144+0000,{\"useridentifier\":\"operator\"},,,True
cheques-v1,2018-01-23,2018-01-22 17:08:52.430+0000,{},,,True
accounting-v1,2018-01-23,2018-01-22 17:06:13.473+0000,{},,,True
accounting-v1,2018-01-23,2018-01-22 17:09:13.548+0000,"{\"ledger\":{\"type\":\"REVENUE\",\"identifier\":\"1000\",\"name\":\"1000\",\"description\":\"Income\",\"showAccountsInChart\":true}}",,,True
customer-v1,2018-01-23,2018-01-22 17:07:38.733+0000,{},,,True
office-v1,2018-01-23,2018-01-22 17:05:35.377+0000,{},,,True
rhythm-v1,2018-01-23,2018-01-22 17:05:10.995+0000,{},,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:55.962+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment0\",\"alignmentHour\":0}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.031+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment1\",\"alignmentHour\":1}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.045+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment2\",\"alignmentHour\":2}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.062+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment3\",\"alignmentHour\":3}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.080+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment4\",\"alignmentHour\":4}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.097+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment5\",\"alignmentHour\":5}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.112+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment6\",\"alignmentHour\":6}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.137+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment7\",\"alignmentHour\":7}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.154+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment8\",\"alignmentHour\":8}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.170+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment9\",\"alignmentHour\":9}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.240+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment10\",\"alignmentHour\":10}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.258+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment11\",\"alignmentHour\":11}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.270+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment12\",\"alignmentHour\":12}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.284+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment13\",\"alignmentHour\":13}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.297+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment14\",\"alignmentHour\":14}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.311+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment15\",\"alignmentHour\":15}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.332+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment16\",\"alignmentHour\":16}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.342+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment17\",\"alignmentHour\":17}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.353+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment18\",\"alignmentHour\":18}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.371+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment19\",\"alignmentHour\":19}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.376+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment20\",\"alignmentHour\":20}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.390+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment21\",\"alignmentHour\":21}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.405+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment22\",\"alignmentHour\":22}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:06:56.426+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"portfolio-v1\",\"instance\":{\"identifier\":\"alignment23\",\"alignmentHour\":23}}",,,True
rhythm-v1,2018-01-23,2018-01-22 17:08:07.230+0000,"{\"tenantIdentifier\":\"playground\",\"applicationIdentifier\":\"deposit-v1\",\"instance\":{\"identifier\":\"deposit-interest-accrual\",\"alignmentHour\":22}}",,,True
